6,38:90:a5:20:e9,-58.2556391,3.882976409
7,38:90:a5:20:e9,-65.88652482,3.95200317
8,38:90:a5:20:e9,-67.44628099,4.107945161
9,38:90:a5:20:e9,-67.9270073,4.52186099
10,38:90:a5:20:e9,-65.76582278,3.349225721
11,38:90:a5:20:e9,-70.75238095,3.215382529
12,38:90:a5:20:e9,-72.76744186,3.01806352
13,38:90:a5:20:e9,-66.39175258,3.234978612
14,38:90:a5:20:e9,-63.6375,4.169063894
15,38:90:a5:20:e9,-68.29411765,7.430182532
16,38:90:a5:20:e9,-61.464,5.1819
17,38:90:a5:20:e9,-76.7273,2.4774
18,38:90:a5:20:e9,-71.19318182,3.232849695
17,38:90:a5:9d:11,-73.5,2.0721
1,38:90:a5:91:74,-69.96296296,3.780862938
2,38:90:a5:91:74,-72.07692308,4.084897861
3,38:90:a5:91:74,-66.44094488,3.649298376
4,38:90:a5:91:74,-71.81481481,4.312230986
5,38:90:a5:91:74,-69.775,4.1139
17,38:90:a5:91:74,-71.8269,3.3867
18,38:90:a5:91:74,-65.46376812,3.045927241
13,50:0f:80:fd:85,-75.55555556,2.302709086
14,50:0f:80:fd:85,-71.95555556,3.231480951
15,50:0f:80:fd:85,-72.09302326,3.987270171
17,50:0f:80:fd:85,-74.7357,3.0627
18,50:0f:80:fd:85,-67.08403361,2.940816304
1,38:90:a5:9d:1a,-70.3961039,2.166506648
2,38:90:a5:9d:1a,-70.30188679,2.563053203
14,38:90:a5:9d:1a,-71.325,2.831850102
15,38:90:a5:9d:1a,-66.75925926,2.78178723
17,38:90:a5:9d:1a,-76.8438,2.1522
18,38:90:a5:9d:1a,-53.95512821,3.030492362
7,38:90:a5:9d:0f,-76.04761905,2.439285424
8,38:90:a5:9d:0f,-70.2,4.142463035
9,38:90:a5:9d:0f,-65.73793103,3.001196749
10,38:90:a5:9d:0f,-68.6097561,3.5627571
11,38:90:a5:9d:0f,-72.31914894,3.537677944
12,38:90:a5:9d:0f,-77.80769231,1.593719181
17,38:90:a5:9d:0f,-74.1813,3.9495
18,38:90:a5:9d:0f,-74.96296296,4.140866625
19,38:90:a5:9d:0f,-43.8452381,1.451551285
4,50:0f:80:e3:74,-77.34,2.860839038
5,50:0f:80:e3:74,-73.5765,2.6139
6,50:0f:80:e3:74,-76.02173913,4.029721807
7,50:0f:80:e3:74,-68.76724138,4.092376762
8,50:0f:80:e3:74,-74.98461538,2.787291532
10,50:0f:80:e3:74,-78.29411765,1.774482721
17,50:0f:80:e3:74,-76.6852,2.324
19,50:0f:80:e3:74,-68.25862069,1.59265929
1,e0:3f:49:09:d9,-76.33333333,3.496029494
2,e0:3f:49:09:d9,-78.16666667,3.670452591
15,e0:3f:49:09:d9,-75.12903226,3.260139869
18,e0:3f:49:09:d9,-61.50943396,3.764895656
17,38:90:a5:06:ab,-75.9545,2.5845
3,50:0f:80:c4:5f,-75.46835443,2.391098699
8,50:0f:80:c4:5f,-76.81818182,1.79990817
10,50:0f:80:c4:5f,-72.11320755,2.956670599
11,50:0f:80:c4:5f,-73.30769231,3.085564788
12,50:0f:80:c4:5f,-70.75572519,5.844148379
13,50:0f:80:c4:5f,-67.37799043,6.290852612
14,50:0f:80:c4:5f,-68.78169014,5.514534186
15,50:0f:80:c4:5f,-70.1884058,4.622802219
16,50:0f:80:c4:5f,-71.472,7.016
17,50:0f:80:c4:5f,-75.9032,2.3875
12,50:0f:80:d8:f3,-70.18032787,3.291858794
13,50:0f:80:d8:f3,-74.26595745,	3.603117834
14,50:0f:80:d8:f3,-69.7029703,2.93677453
15,50:0f:80:d8:f3,-73.14285714,3.751643631
16,50:0f:80:d8:f3,-72.0,4.421
1,50:0f:80:c4:60,-76.08108108,2.695124511
2,50:0f:80:c4:60,-72.77419355,2.969844977
12,50:0f:80:c4:60,-72.54166667,3.719085536
13,50:0f:80:c4:60,-69.7254902,3.112772117
14,50:0f:80:c4:60,-64.84337349,4.043384982
15,50:0f:80:c4:60,-67.2238806,3.523146895
16,50:0f:80:c4:60,-72.7667,6.232
18,50:0f:80:c4:60,-76.42857143,2.345642943
1,50:0f:80:fd:6d,-71.625,3.461845606
17,50:0f:80:fd:6d,-77.9062,2.255
18,50:0f:80:fd:6d,-64.90425532,5.889169918
13,50:0f:80:d8:f4,-76.42307692,2.748049335
14,50:0f:80:d8:f4,-76.19354839,2.798840253
1,38:90:a5:37:42,-71.64166667,3.148533609
2,38:90:a5:37:42,-67,2.792184861
3,38:90:a5:37:42,-65.0625,4.401260473
4,38:90:a5:37:42,-57.37974684,3.499742477
5,38:90:a5:37:42,-52.2364,5.1995
6,38:90:a5:37:42,-56.88059701,2.665547957
7,38:90:a5:37:42,-44.58974359,5.920273507
8,38:90:a5:37:42,-57.83802817,3.877775833
9,38:90:a5:37:42,-66.33757962,4.584040634
10,38:90:a5:37:42,-64.11445783,3.419315528
11,38:90:a5:37:42,-67.57407407,2.772896947
16,38:90:a5:37:42,-67.2202,5.324
13,fa:59:71:42:07,-62.18181818,4.84895831
14,fa:59:71:42:07,-66.51724138,6.34969828
1,5c:96:9d:65:76,-62.86666667,4.529410067
2,5c:96:9d:65:76,-62.17647059,4.010798573
3,5c:96:9d:65:76,-67.42222222,5.615410894
4,5c:96:9d:65:76,-74.18421053,4.506458892
5,5c:96:9d:65:76,-76.2222,4.1351
7,5c:96:9d:65:76,-79.61904762,4.122830633
10,5c:96:9d:65:76,-84,2.811540842
13,5c:96:9d:65:76,-75.94871795,4.573887523
14,5c:96:9d:65:76,-71.54285714,3.201275256
15,5c:96:9d:65:76,-66.72972973,3.695495056
16,5c:96:9d:65:76,-80.8529,3.956
18,5c:96:9d:65:76,-74.19148936,3.071061206
3,50:0f:80:ee:6d,-72.95081967,3.708325721
4,50:0f:80:ee:6d,-72.36666667,4.65582073
5,50:0f:80:ee:6d,-60.0671,4.1542
6,50:0f:80:ee:6d,-69.65116279,4.709632489
7,50:0f:80:ee:6d,-70.94318182,3.946684323
8,50:0f:80:ee:6d,-76.13513514,2.256068838
16,50:0f:80:ee:6d,-75.1346,2.175
14,50:0f:80:fd:84,-76.14285714,2.708640747
15,50:0f:80:fd:84,-73.02739726,4.210139759
18,50:0f:80:fd:84,-64.81343284,4.08887809
18,38:90:a5:9d:10,-67.66666667,4.291002029
1,c4:b3:01:cd:f6,-82.2173913,3.501012546
13,c4:b3:01:cd:f6,-78.17142857,3.931453488
14,c4:b3:01:cd:f6,-74.54545455,4.703904948
15,c4:b3:01:cd:f6,-71.05882353,3.28938736
11,38:90:a5:8f:e7,-76.29032258,3.092066314
12,38:90:a5:8f:e7,-71.93023256,4.206281841
13,38:90:a5:8f:e7,-76.93220339,2.098138051
19,38:90:a5:8f:e7,-74.67391304,3.423412662
3,50:0f:80:d8:ee,-76.15,3.889408695
12,50:0f:80:d8:ee,-77.33333333,1.699673171
14,50:0f:80:d8:ee,-67.98461538,3.802801832
15,50:0f:80:d8:ee,-66.82828283,3.12060731
3,50:0f:80:e3:79,-73.73809524,5.661311996
4,50:0f:80:e3:79,-65.56944444,3.465409984
5,50:0f:80:e3:79,-71.1461,3.1213
6,50:0f:80:e3:79,-63,5.008947219
7,50:0f:80:e3:79,-65.81208054,5.766565432
8,50:0f:80:e3:79,-59.75172414,5.296102711
9,50:0f:80:e3:79,-68.57236842,3.668145189
10,50:0f:80:e3:79,-55.18947368,4.944523258
11,50:0f:80:e3:79,-46.2,4.219004622
12,50:0f:80:e3:79,-56.83838384,3.759720253
13,50:0f:80:e3:79,-61.80869565,5.662839436
14,50:0f:80:e3:79,-67.93846154,4.502569943
15,50:0f:80:e3:79,-70.10714286,3.569106388
16,50:0f:80:e3:79,-70.8125,5.987
19,50:0f:80:e3:79,-67.27142857,2.248310023
12,50:0f:80:c0:d6,-72,3.047767854
13,50:0f:80:c0:d6,-76.39393939,1.555817897
14,50:0f:80:c0:d6,-74.875,3.276335606
15,50:0f:80:c0:d6,-71.77083333,3.82011989
4,38:90:a5:8c:93,-69.175,1.787281455
6,38:90:a5:8c:93,-69.65079365,4.144833197
8,38:90:a5:8c:93,-72.5,3.354101966
10,38:90:a5:8c:93,-70.70833333,2.805933693
11,38:90:a5:8c:93,-67.01694915,2.858181984
12,38:90:a5:8c:93,-68.14285714,2.550176731
13,38:90:a5:8c:93,-71.95967742,3.964355689
14,38:90:a5:8c:93,-75.3442623,3.840616608
15,38:90:a5:8c:93,-78.34482759,1.514888458
16,38:90:a5:8c:93,-72.8704,2.861
12,50:0f:80:c9:58,-71.40909091,4.628558493
14,50:0f:80:c9:58,-70.5483871,3.55454012
11,38:90:a5:00:09,-72.48333333,4.096712774
12,38:90:a5:00:09,-62.71186441,6.535563331
13,38:90:a5:00:09,-66.14634146,6.130933067
14,38:90:a5:00:09,-74.2962963,2.86504883
14,38:90:a5:37:46,-73.40909091,2.218908227
15,38:90:a5:37:46,-73,2.896774818
16,38:90:a5:37:46,-73.9048,2.990
13,50:0f:80:fe:3f,-77.41304348,2.489771135
14,50:0f:80:fe:3f,-76.77142857,2.47369838
15,50:0f:80:fe:3f,-71.51315789,2.774381966
1,38:90:a5:9d:1b,-66.91919192,2.827272547
2,38:90:a5:9d:1b,-69.06578947,4.724893556
3,38:90:a5:9d:1b,-76.47619048,2.480765005
15,38:90:a5:9d:1b,-75.57575758,2.663220914
12,38:90:a5:91:7f,-73.76666667,4.565693327
15,38:90:a5:91:7f,-77.82608696,1.203335
2,38:90:a5:37:40,-71.24,3.881030791
3,38:90:a5:37:40,-67.84042553,4.270889069
4,38:90:a5:37:40,-61.10416667,5.677341355
5,38:90:a5:37:40,-69.6495,4.2838
6,38:90:a5:37:40,-57.77941176,5.986125105
7,38:90:a5:37:40,-62.74285714,3.385623869
8,38:90:a5:37:40,-49.92413793,4.120734382
9,38:90:a5:37:40,-44.8875,3.424155918
10,38:90:a5:37:40,-55.7431694,5.996779173
11,38:90:a5:37:40,-58.23484848,5.289870034
16,38:90:a5:37:40,-70.5,8.266
6,50:0f:80:e3:73,-74.41666667,2.970923912
8,50:0f:80:e3:73,-74.01020408,2.689719271
9,50:0f:80:e3:73,-73.53846154,2.759330594
10,50:0f:80:e3:73,-73.02459016,2.520288543
11,50:0f:80:e3:73,-74.15909091,2.969107471
6,38:90:a5:8c:7c,-75.06896552,2.132362046
7,38:90:a5:8c:7c,-75,2.876779809
8,38:90:a5:8c:7c,-69.3853211,4.387028956
9,38:90:a5:8c:7c,-73.57317073,3.758017406
10,38:90:a5:8c:7c,-73.9375,4.093726145
11,38:90:a5:8c:7c,-75.85714286,4.47517719
1,38:90:a5:20:f0,-71.44897959, 4.281241592
2,38:90:a5:20:f0,-71.75,1.771298958
3,38:90:a5:20:f0,-71.63157895,5.070145086
2,50:0f:80:e3:7a,-73.65116279,2.843873226
15,50:0f:80:e3:7a,-73.375,2.394655508
15,50:0f:80:fe:49,-74.07692308,3.074999399
17,a4:e4:b8:61:35,-81.2609,4.7293
18,a4:e4:b8:61:35,-53.4,5.592852582
1,28:cf:e9:13:ff,-69.0952381,5.107461972
2,38:90:a5:8c:90,-76.88,2.006389793
